,Text
4512,'麻雀格闘倶楽部Spではにゃんにゃんイベントを開催中！\n 新たに「石田 亜沙己(ねこ)」プチプロが登場！さらにアイテム招来イベントで様々なアイテムをゲットしよう！\n \n 麻雀アプリの決定版！麻雀Spを楽しもう！\n #MFCSP573 #麻雀格闘倶楽部Sp\nhttps://t.co/cSdweBLTke'
4513,'@usaanpe 元首相とは言え、日本の「キングメーカー」なのに🥺'
4514,'@JoaoV1t0r_Sp o ngc do grêmio'
4515,'MAAAANO QUE DELICIA A GLR NO CARNAVAL EM SP corassaum chega erra a batida'
4516,'@kannagi_narisu やった！！！！！\n七燐たそが動いてる💛\u3000←当たり前。エヴァの起動実験じゃねぇし。\n\n動く七燐たそは使徒より可愛い。'
4517,'@Xhunter131 Na medida... https://t.co/se52jkwkeV'
4518,'Essa temporada no interior de SP e PR com observação dos apps me faz pensar q não posso nunca mais reclamar do RJ'
4519,'@HandIOfIBlood Ich glaube dann schlafe ich lieber nicht...'
4520,'キュアスパイシー！？\n#precure\n#デパプリ'
4521,'🔥🔥 https://t.co/PHkOo3KAl0'
4522,'むんも出たしヨシヨシなのです！ https://t.co/hamw8IAN0F'
4523,'@leaaa943 Autant que vous sah'
4524,'@hus_0628 尊重每个人每个阶段的选择和做法，因为肯定经过了反复思考权衡之后才忍痛做的决定，希望未来的你，他，她，都会过的好好的'
4525,'スパイシーの変身バンク可愛い！！！'
4526,'@freidergeist @sentdefender Is that clear? There’s you. There’s people who have been in. They are informed enough to question how he is treated. The military know the vanquished aren’t there to be abused.\nHard men on Twitter think otherwise
4527,'@nsh4viki la finksishsjsjzhhw'
4528,'@g1santos só porque o pão foi importado para SP. vereadores
4529,'初めて聴いた時にめちゃくちゃハマってそこから毎日仕事行く前や終わった後に聴いてます！\nとうとうM!LKにハマってしまいいろんな曲を聴いてます！\nこれからも自分のペースで推させてもらいます！ https://t.co/BtmLvGiqzo'
4530,'由緒ある家族経営のSupremeの店員 https://t.co/nJ3a22lam9 @YouTubeより'
4531,'@jin_teo0000 すかぴ制服は考えなおそ…？？制服っぽい服を着てきてねーとかにしよ…'
4532,'@matheusflopes11 @augusttossoares Tá de gesso'
4533,'【ダイア迷彩進行率(ｻﾌﾞ)】HG.×0 LA.Typhon×2 SP.達成'
4534,'@poop_sex_420 I truly just want it to stop.'
4535,'@zcelk3y DM来て欲しいです！'
4536,'久々の230周回でSP下振れててだいぶつらい'
4537,'@ishii_crosschan @love_NC07_ 春にちなんだ‼️エドハルミでグー👍️🎵 https://t.co/auW14juEat'
4538,'おはようございます🔆\nいい天気👍✨ https://t.co/o4fx3kT7oC'
4539,'@kaho_ff_love おかほー'
4540,'@AmreMuse Yes when he received a call from my 6’5” SP
4541,'勉強になった…！ https://t.co/lv2Q5ZqTB4'
4542,'@anydeinrt SP'
4543,'@wan_SP_wan 良いね！'
4544,'没钱打个毛！现在把车臣将军也送进了地狱。 https://t.co/5MsWWYv5pW'
4545,'@hina_s_0426 愉快不快も紙一重'
4546,'ふわふわとか膨らむとかサンドとか、お前はキュアおっぱいか？キュアおっぱいなのか？'
4547,'@NYF_5 💔💔💔💔💔'
4548,'おはようございます。\n今日はチェロカルテットの合わせに神戸西まで。風が強いので湾岸線走るのスリルありそう。安全運転ですね。\n5月のI村先生発表会と6月の自分の記念弾き合い会で本番弾く予定。ポッパーの演奏会用ポロネーズは1番、ﾌｨｯﾂｪﾝﾊｰｹﾞﾝのアベマリアは4番弾きます。'
4549,'ダイエット\u3000(2/27/2022 朝)\nおはようございます😄\n\n体重67.6kg(-0.6kg)total(-9.2kg)\n\n体が軽く感じます😄\nうれしい😀😊🙃\n\n肌もしっとり、柔らかく\n調子がいいです😋\n\n結果が少しずつ出てきたので\n頑張れます👍\n\nこの調子で頑張れ私😁\n\nダイエットされる方\n頑張って下さい🙂\n\n#ダイエット記録\n#50代 https://t.co/GRvjAbKz1e'
4550,'Si vous ne l’arrêter pas elle va nous parler jusqu’à 13h vous êtes avertis #fullspace'
4551,'@anju_ami ずら丸さん✨おはおはまどか😸'
4552,'@RodrigoRomano76 @ChelseaFC_Sp Ya el gobierno había impedido su ingreso
4553,'@xxxshion21 おは'
4554,'This upsets a lot of people and I don’t know why. Way too much volume
4555,'@kjumamama これはいい叫び'
4556,'@kasumi1973 @satoshi1539 昔の電化製品って何気に凄いかもしれません。私はCASIOの液晶の卓上電卓をいまだに使ってるんですがよくよく考えたら新卒の頃使ってた奴だから３０年以上経ってる筈ｗ\n電池の交換とかした記憶すらないです。'
4557,'@MayoIsSpicyy Appalling &lt;sp&gt;'
4558,'@RaihanChampion || Oh
4559,'Every day i feel like an animal trapped in a cage.'
4560,'@Aljadl_al6rga__ https://t.co/mJt6zk7quc'
4561,'FB777：秘薬とか作ってたけどね。もうやってることが小学生並みだった。ありったけの何もかもをペットボトルに入れて保存しとこうってわけのわからない計画を立てて、液体のものなら何でも入れてた【FB誕生日生2012/09/13】'
4562,'@mikandayon_sp と言いつつ今日も食べそう'
4563,'「黒の中」耐容上限量が設定されていないミネラルは、クロム、ナトリウム、カリウム。(但し、マグネシウムは通常の食事以外の時のみにしか耐容上限量は設定されていない。)'
4564,'2020.7.24\n羽生結弦、MステSPで1回限りOAのスペシャルCM！\nスポーツの日に全てのアスリートへ贈る\u3000ロッテ新CM「GUM FOR THE GAME」＆メイキング \n\nhttps://t.co/F6N1Dem4Gu @YouTubeより\n\n#羽生結弦\n#YuzuruHanyu \n#ロッテ'
4565,'1. There is no such thing as a 1B prospect. It’s the lowest part in the defensive spectrum. People end up there
4566,'@Mine29498592 はい！\n宜しくお願いします！'
4567,'#UFCnoCombate eu estou assistindo combate em Lorena SP https://t.co/tEdSm7aquE'
4568,'@OtakuChad @kronihMaru @FehTohsaka Jujutsu kaisen tem Panda
4569,'戦闘民族に負けた｡😣\n昨日KONAMIチームがLINEで生配信してたけど、伊達ちゃんたちが言ってた事忘れたかも｡😅\nアーカイブはLINE LIVEアプリ入れんと見られへん｡😣\n#楽器海賊PAROSU\n麻雀格闘倶楽部sp https://t.co/9JJwqSdJQF'
4570,'shit I went to jail bc of the nigga &amp; he was the only mf Number I had memorized &amp; he was there to pick me up @ release.. gotta be thankful . That shit ain’t easy I’d hold it down for a Nigga https://t.co/JFqOMKR2OD'
4571,'@clarionrox O humor atualmente é um dos últimos pontos de resistência ao falso moralismo secular. Não é surpreendente.'
4572,'@slexiease Foi com sp 
4573,'What in the world ???😳😳😳 https://t.co/JJd4JK6oqx'
4574,'@Anitta @rsallesmma kkkkkkkkkkkkkk\nPipocoooo pipocooooooooooo\nooooole ole ole ole ole oleeeeeeee pipocoooooo pipocooooooo\nMeeddoooooo meeeeddoooooooo\nMedo de tomar uma tratorada
4575,'@ffflyererer 行ったことないですw'
4576,'and fuck newworld music from florida hotrible company who also been screwing me since last yr \n\nboth companies cont sekeing peobelms via email and calls\n\nand bbb couldnt resolve cause thos evompanies asked for soemone else to tlak to attorney or higher over me'
4577,'@sp_arda_ La remise en question &gt;&gt;&gt;'
4578,'🥰🤠 em Cacapava - Vale Do Paraiba/sp https://t.co/LKvyaqquiU'
4579,'@iixli4_ وانتي بعد!!!!!!'
4580,'https://t.co/2MHbsSDaKK'
4581,'role
4582,'俄总统新闻秘书：乌克兰拒绝和谈俄罗斯主力部队将继续推进 https://t.co/Z0ZLvlQUhQ 來自 @YouTube'
4583,'A Prefeitura de São Paulo prevê liberar totalmente a pista local até o final de março.\n\n#SP #SPNoticias'
4584,'O desvio aberto na rua paralela à Marginal ainda segue como alternativa. A pista faz a conexão da Rua Aquinos com a pista local da Marginal Tietê (Av. Embaixador Macedo Soares)
4585,'A liberação do trânsito no local ocorreu por volta das 17h desta sexta-feira (25). Na manhã deste sábado (26)
4586,'SP curtindo carvalheira e Olinda chupando dedo NAMORAL KKKKKK'
4587,'Duas faixas da pista local da Marginal Tietê
4588,'I love meeting people online CPR
4589,'#Spoon DJの𝒴ꙶ☼ོ よーた❮ Ѧ ❯です。\nLIVE配信に遊びに来てね！\nhttps://t.co/tku7563RQE'
4590,'ダヴィンチ級リュウブ少尉専用中型強襲機動多機能要塞戦艦BTL-SP\n全長:4km486m65cm6mm\n総重量:1
4591,'@Sandra_Costa71 Na minha região falávamos FURUNCO.KKKKKK\n Minha mãe
4592,'@makkaron0125 マッカロンさん♪\nそうですよね✨\n幸せかどうかはあとは考え方次第ですね！'
4593,@poop_sex_420 Millions of people all around the world never get better. Some people do and some don't. There's no way out of this for me. I am trapped.
4594,'@CinchGaming @iTzFattz @EmeraldKnight30'
4595,'Your next SharePoint Framework #spfx Web Part should be called the\n React business disintermediate web part .'
4596,'@Mily_Menos_Loca Quedarías traumatizada de por vida'
4597,'みなさん、おはようございます！\n昨夜のストレッチで腰がかなり楽になりましたが、今夜は諸用でトレが出来ない・・帰宅後に今夜もストレッチ出来たらやりたいと思います😊\n今日もお互い頑張っていきましょう！😃'
4598,'@Daenerys_eDrogo @lostman_oficial @leitinhotodoseu @urso_tranquilao @__RIQUELME___1 Delicia de mulher'
4599,'@alleyeson_bri Look crazy'
4600,"Draymond takes 'positive step,' back at practice https://t.co/xq1vGNajzO"
4601,'Please tag @SpOOkyTheManiaC with the hashtag #VGMA23unsung https://t.co/s5HezQf47X'
4602,'羽生結弦、MステSPで1回限りOAのスペシャルCM！スポーツの日に全てのアスリートへ贈る\u3000ロッテ新CM「GUM FOR THE GAME」＆メイキング https://t.co/KtJ2MSWVf0 @YouTubeより\nこの時の写真だよね\U0001f972\nこれみた時かっこよ過ぎて\nリビングを走り回った記憶(笑)'
4603,'@sexysocks69 downvote https://t.co/rG9w9qHZwh'
4604,'@Julanaageller eu tô em SP e ñ posso ir no show dele😭😭😭'
4605,'Aqui em SP tão tudo caladim https://t.co/FWSXj9Lu1b'
4606,'Ben Simmons Bothered By Back Soreness https://t.co/8lEtEHkh9y'
4607,'@hug_1008 それってそーふなんですか？？(´◔_◔)'
4608,'インディSPなしで草逆では？(レイジング乗りに来た人)'
4609,'@Nanakofidonkor2 https://t.co/wfvayx9yc8'
4610,'뭐야 이브님 밤 새셧어?!?!??!'
4611,'@senamomoka421 おはようございます(^^)'
4612,'@Juancapismo No el anterior? Y cómo explicas los máximos crecientes del SP y resto de activos de riesgo desde el 2009? O eso es postcovid también? https://t.co/1Rx2IBK3CM'
4613,'Dire que je les trouvais moche avant.... https://t.co/prEZIOgYV4'
4614,'Unicorns at Heart @UnicornsAtHeart @Gabriel_Loredo3 @ztapesrecords - Streetlit'
4615,'Sp ranking:\n1. XXX\n2. Throat goat\n3. Sp(title track)\n4. Superpower btch\n5. They wanna f\n6. Treat me like\n7. Your wish is my command https://t.co/Q7HbnUP4Kk'
4616,'あたしがひいらぎってこと？！'
4617,'@asamisff t esperando aq em sp ainda\U0001f972'
4618,'@TwittusAndronic @Marek82085289 Dni Putina są policzone.\nJego Białorusini powieszą pięć minut później
4619,'苏联能打败希特勒是洛克菲勒送了54万辆军卡的结果。苏联的钢铁洪流是美国提供与支持的。 https://t.co/n3UUwRpbLk'
4620,'lhomme de ma vie https://t.co/g11AIof8mk'
4621,'@yu_yu_sp_ おはよぉん！！'
4622,'@viniajaxdacruz1 Logo menos vai começar a ser igual em sp
4623,'こんなハッシュタグあったんだねwww\n10000日目の今日会えるの嬉しいな🧡✨\n青空と爆弾のもろの煽り??…最高です😁\n #諸星翔希誕生10000日おめでとう'
4624,'Done out'
4625,'司马南：普京阐释特别军事行动（6） 乌克兰战争的7点启示 https://t.co/ZK3F4pqPGQ 來自 @YouTube'
4626,'@boronn_nn たまにSP配置のところにA二つ来ちゃってチャージ足らない時あるんですけど\nそういう時はその怜ちゃん頼りにます！\n多分やってればこの事だな〜ってのはわかると思いますぜ'
4627,'pelo visto os blocos de rua tão rolando normalmente em sp e rio né porque os stories do Instagram parece 2018'
4628,'@nhk_news ロシアは国家として、弱体化しそうですね、世界にとっての脅威だから仕方ないです。'
4629,'Just obsessed with posting photos of herself. Why do I need a diagram of how a phone call is made? https://t.co/U5HUjozfmK'
4630,'@LUNA_MOON0218 かわいい📷️ https://t.co/ejUqV6DDmX'
4631,'🥰🤠 em Cacapava - Vale Do Paraiba/sp https://t.co/pkMgoibtOj'
4632,'@yu_yu_sp_ ゆゆちゃおはよ~⸜❤︎⸝\u200d'
4633,'@shirogane_Gun 別にどーってことなかったですよ😁'
4634,'#デパプリ \nプリキュア名物、重量挙げ‼️ https://t.co/pfJTTRFR6e'
4635,'@torazo_mp お！に！く！\nお！に！く！'
4636,'समाजवादी पार्टी के राष्ट्रीय अध्यक्ष परम् श्रद्धेय श्री @yadavakhilesh जी का आगमन आज दिनांक 27  फरवरी 2022 दिन रविवार को प्रातः10 बजे
4637,'Parece que muita gente não gostou ou teve problema também com o novo design do site e a nova versão do app @TommyAlbarelo https://t.co/Sqoohuhjbh'
4638,'@niibo_kishiro きいちゃんおはよう(^^)'
4639,'ＳＰルールロマノフばっかあたりあたるぅ'
4640,'@obviously_yo ubatuba amg no litoral de sp
4641,'おはようございます✨\nまた雪ですね…\n大変申し訳ありません‼️\n本日営業は夜のみとさせていただきます。\n\n17時〜20時(l.o.19時)\n\nまん延防止等重点措置に伴い\n【時短営業中】アルコール提供無\n\nご迷惑をお掛け致しますが\n今日もよろしくお願い致します♪\n\n#札幌\n#平岸\n#映画好き\n#テンフォワード https://t.co/45t2AXyYee'
4642,'会えたよー！！！'
4643,"'""Horny Job"" Era as per @MarahNagelhout'"
4644,'fuckign corporatecrat scams'
4645,'and people who have protested and verbally abused me onlien against work last yr lead to fall especially ppl who supported that comonay that accused me 2 times of stremaling\n\nits absolute slander and false .\n\nthey manipulated and got rights to my shit\nthey fkinlabel intermediary'
4646,'独りは楽だぜぇ～～～～～'
4647,'@ttdajulid @suhored MDS ai em sp nao tem moto nao ne só carroça mandando corações roxos'
4648,'MY PRIZE POSSESSION ONE AND ONLYYYYY'
4649,'@sp_machiavelli @erigganewmoney If you die you go be leaf 🍃'
4650,'@kauastappen @alex_indalecio @choquei Ainda acabaria com o 80% da bandidagem de sp e Rio
4651,'@memsantosss e quem era o goleiro do sp em 2014 entao burrinha'
4652,'@sorry_ilyou tjrs vs râlez ok'
4653,'#precure\n孤独のグルメ'
4654,'@leaaa943 Mmdrr et pq donc'
4655,@relishturtle I agree!! It should have definitely be a SP because all this wedding thingy didn't add that much from what we had you know more like upgraded. And i would definitely loved to see Tartosa in expansion with new culture and everything
